function name,avg time,min time,max time,std dev
copy_matrix_5000,31.026887666666664,30.172638,31.70242,0.78039294961342
copy_matrix_7000,58.091175,58.004292,58.186432,0.09135829358629868
copy_matrix_9000,99.92958933333334,98.732008,101.030753,1.1524015873775715
look_and_say_sequence_40,1.1779203333333335,1.023536,1.46702,0.2505607318402733
look_and_say_sequence_45,18.671383333333335,17.33279,21.253408,2.236605125188023
look_and_say_sequence_48,221.77142933333334,218.161362,226.358208,4.184799261425249
count_words_bible.txt,0.8477376666666667,0.84685,0.848844,0.0010148252723170541
count_words_book1.txt,0.16408966666666666,0.163956,0.164334,0.00021191114490119438
count_words_plrabn12.txt,0.09694266666666668,0.096666,0.097428,0.00042168392586549116
count_words_world192.txt,0.431308,0.429889,0.432286,0.0012578803599706814
iterative_fibonacci_25,5e-06,3e-06,9e-06,3.4641016151377547e-06
recursive_fibonacci_25,0.12014633333333334,0.119255,0.120765,0.0007910659475248137
iterative_fibonacci_35,1.0666666666666669e-05,4e-06,2e-05,8.326663997864533e-06
recursive_fibonacci_35,14.681533666666667,14.634339,14.724962,0.045428746211328426
iterative_fibonacci_45,7e-06,4e-06,1.2e-05,4.358898943540674e-06
recursive_fibonacci_45,1805.905565,1803.07886,1810.354548,3.899711322687735
matrix_multiplication_1500,0.04792866666666667,0.033316,0.074404,0.022969503288781265
matrix_multiplication_1750,0.051366999999999996,0.050488,0.052681,0.0011594097636297535
matrix_multiplication_2000,0.07752466666666667,0.075856,0.080684,0.002737510060864313
belief_propagation_250,3.5500263333333333,3.516251,3.571131,0.02955271468635884
belief_propagation_500,6.909403999999999,6.872311,6.936701,0.033293981993747945
belief_propagation_1000,13.601911999999999,13.569846,13.6191,0.02779397942001089
markov_chain_function_5000,0.044004666666666664,0.040208,0.051195,0.0062302706468766915
markov_chain_function_10000,0.08656233333333334,0.085912,0.087514,0.0008424383261303615
markov_chain_function_15000,0.12103900000000001,0.120794,0.121311,0.0002595553890790963
compute_FFT_1000,0.07518133333333334,0.063561,0.097403,0.019251271187465346
compute_FFT_3000,0.6229613333333334,0.622265,0.624269,0.0011332697531185325
compute_FFT_5000,1.7591033333333332,1.758213,1.760582,0.001289434889140749
iterative_solver_100,1.2978626666666666,1.28754,1.305377,0.009244170829951928
iterative_solver_150,12.650406666666667,11.062658,14.875555,1.9847555603782376
iterative_solver_200,30.611966666666664,29.792936,31.079568,0.7116757745640437
sqrt_matrix_1000,0.5131503333333333,0.442236,0.63261,0.10405792622541223
sqrt_matrix_2000,3.461682666666667,3.397097,3.569542,0.09401477105398573
sqrt_matrix_4000,27.745902666666666,27.46013,28.25987,0.4460388114517989
compute_quadrature_50,0.010960666666666669,0.001266,0.030315,0.01676135347557987
compute_quadrature_75,0.0019586666666666667,0.00191,0.002025,5.9500700275991074e-05
compute_quadrature_100,0.0026446666666666667,0.002584,0.002746,8.832515685428107e-05
evaluate_functions_80000,31.654465666666667,31.589304,31.746374,0.08187969442012717
evaluate_functions_90000,35.676646999999996,35.637378,35.721887,0.042569735740314106
evaluate_functions_100000,40.568447,40.519486,40.619377,0.04997460045863281
find_munchausen_numbers_0,830.2750356666667,827.269027,834.352477,3.661255514850776
find_pernicious_numbers_100000,0.25242733333333334,0.245864,0.264938,0.010838932112220898
serial_time_series_processing_0,0.00014000000000000001,3.4e-05,0.000346,0.00017842645543752754
